,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
Djibouti,380.73,,,,,,,,,,,,,,,,,,,,380.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2576.10138482872,2655.01162274626,2669.52947451486,2705.47872659246,2786.75032468687,2803.22946539146,2836.8427109274,2864.96907581491,2859.63924942207,2939.92668531136,3043.19935074241,3063.20788665853,3020.98926261649,3047.40915147398,3019.73319163715,3013.92148247461,3025.89389576785,3020.05051260432,2999.57788818285,2992.69829096361,3554.4303389786,3679.33889684723,3694.21235207256,3753.60035480796,3573.20778786459,3548.18614866643,3700.9495513759,3081.76102225792,2961.74175536351,2898.72634520951,2853.84363165034,2875.04388878036,2879.46806653585,2821.91453820785,3094.98257376587,3020.74532382254,2949.02455032207,2880.10256830682,2742.92333060086,2580.68192878646,2487.04270412548,2438.60082540763,2377.1561922016,2231.57331934433,2159.36326951448,2052.05953241546,1927.08986194471,1895.0169841692,1875.74373835317,1901.11637013476,1894.03763081618,1899.25944588982,1908.26086661462,1931.59584093578,1942.68736159836,1964,2008.39790634248,2058.87229584685,2125.61060846859,2176.78519545927
Dominica,688.120782216107,,,,,,,,,,,,,,,,,,,,688.120782216107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1269.61722865533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2193.91970344094,,,,,,,,,,,,,,,,,,,,2747.60771245143,2922.62359684088,3118.60523241054,3355.95957273216,3539.52378078625,3603.11001892573,3793.80220731265,3826.7985550437,4205.95446053163,3380.26872327756,3831.26100031084,4280.58059430788,4464.06270367979,4610.5350619289,4900.18390913133,5003.7938165699,5403.88765740519,5870.54304741096,6437.65498896276,6459.5542587361,6841.11140276117,6867.48053490902,7151.02534869693,7127.18274178886,7221.38908004747,7358.96966381649,7617.78350011094,7812.12811578693,8066.903243547,8127.27901706396,8189.15768070849,7891.85116159119,7586.31252146157,7759.70790416892,8269.52764266284,8576,8935.2732830032,9109.586866347,9349.98479681904,9321.57701207181
Dominican Rep.,426.299114457018,,,,,,,,,,,,,,,,,,,,426.299114457018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.054083823461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1224.05995152668,1331.03064486475,1397.71713735884,1338.34051438864,1371.03541014132,1409.77207682394,1501.65256494273,1544.402994548,1573.20028878614,1530.1294943865,1552.73791635909,1468.13901781885,1662.13735886636,1713.0953103344,1769.27203559324,1500.69607242375,1649.86126361196,1653.72300313795,1607.6568287445,1731.828268525,1861.46755874788,2002.26750721036,2189.8744994634,2390.39031137447,2463.57003870684,2516.9579941036,2620.53577235691,2681.98889955771,2679.33053136621,2728.98062787609,2827.31442059416,2876.10100500927,2861.09238644478,2920.91103204946,2865.08851864322,2732.75463595891,2754.83347169017,2899.84217507982,2859.22466632145,3157.72637127989,2948.11981005171,2914.5835202755,3044.21421430366,3052.48122333717,3131.67347410274,3218.48989781259,3392.57819779612,3614.10128541878,3815.33099721457,4055.13269265555,4350.08012125736,4437.995019099,4563.80815359284,4620.81771197033,4838.65816511205,5173,5643.65706795531,6034.93339112024,6261.83479688126,6387.55275199949
East Germany
Ecuador,1085.12501861786,,,,,,,,,,,,,,,,,,,,1085.12501861786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2280.27579391802,2377.5155075203,2319.07080869352,2384.45466761402,2619.62328173511,2584.65907543837,2530.61769882889,2760.50245534169,2980.44890158217,3296.76230024331,3262.53841346521,3266.2345734065,3217.46299628287,3522.11071736291,3503.57542150839,3687.72038246916,3684.14272267595,3717.83012131789,3780.54665114366,3784.77184156297,3877.17635722536,4012.40458712931,3995.41288810141,4086.11407786301,4068.0764152381,4227.09894295684,4498.48664252824,4480.75190427006,4579.07421526469,4690.3958736513,4801.94912918319,4988.61345709456,5122.72395480977,5280.99471033012,5768.62978519498,5931.3675855238,6065.29346451202,6463.8316986212,6679.62325971441,6944.34025996095,7117.72436391264,7239.77469161164,7331.12383709836,7213.79126711766,6876.0030080971,6968.93827152162,7075.66344348506,7096.73439976042,6481.77699338452,6992.24909330998,6826.42065469621,6842.30450366472,7042.35405009566,7103.7025952793,7107.17271690922,7268.52219800695,7336.07119901618,7331.52843411323,7429.45587725081,7319.00753646804,6670.58831146856,5616.41880369717,5812.30201158337,5773.04451227484,5910.99834677239,6311.01268357884,6533,6679.10266495982,6721.25542973696,7108.36067854109,7035.45296351969
Egypt,748.78623261458,,,,,,,,,,,,,,,,,,,,748.747647513058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.6999948134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1421.43473385819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1434.39730827176,1426.12355029761,1418.8224451957,1409.74854346401,1401.63001207512,1394.39663343854,1426.57147988643,1458.91527202828,1492.53323995832,1527.26506956853,1562.95923613922,1625.08886527158,1693.33585277083,1766.07635065494,1838.78468742972,1912.85548566963,1879.12616824904,1814.88072778545,1806.23344141939,1893.55343514581,1977.00756891189,2022.67334676793,2024.00814697194,2040.46305326133,2075.40209226726,2239.76433914253,2532.4165492887,2785.49358196352,2906.83845818823,3042.23321911888,3262.08976783976,3272.01945894055,3503.72963630195,3660.22588185819,3767.06426860097,3895.17335384292,3878.42576228097,3885.46070994794,3956.62247276806,3984.03948061598,3976.21937635008,3753.3315423904,3794.75519497911,3774.47045395035,3841.7867429536,3935.11872123934,4043.09482015213,4173.18179699457,4316.70955283868,4482.93753044671,4629.45900313164,4697.57137074908,4754.60441403974,4814.39035462382,4919.69545730037,5049,5296.1873677005,5494.3350783944,5763.03246751964,5914.09219947826
El Salvador,804.306988207309,,,,,,,,,,,,,,,,,,,,804.306988207309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1834.11163304738,1808.24485135677,1868.57477555652,1916.16156950108,2000.99346043848,1820.15826315344,2102.97849690651,1821.22297812526,2074.46468834976,2047.82961591413,2055.70543655889,1817.38094608922,1619.03005973748,1813.79141053667,1848.38452876591,2008.05902952823,1937.73424942262,2094.70802864935,1922.38676015547,2036.55714341466,2185.33349598506,2112.35374946485,2253.76343543001,2428.97262945279,2264.24605605992,2145.52626981626,2154.67234884747,2679.65335938768,3357.89244342521,2999.55424497231,2928.37783157636,2911.20207916207,3048.30290040906,3178.36218297341,3126.40097073485,3195.05006462091,3346.5939520966,3421.52321839283,3392.03755776652,3437.78119945791,3468.95314888449,3478.67217728684,3776.80362690365,3817.20332335348,4047.70477214448,4132.17015805258,4271.86062121666,4358.59539312596,4345.96822470263,4339.02479110177,4301.24943675118,4370.83501382334,4520.24600794626,4607.16892307252,4791.28867272731,4924.5744000235,4980.98128593957,5138.92237410365,5339.79333491172,5124.05418024211,4629.77302005488,4299.25523960469,4098.34417465773,4083.36519080386,4113.8001302896,4140.58763804708,4109.36353697347,4140.4420973867,4142.56818614017,4114.22106903192,4167.26722037892,4213.30985325849,4444.23169950468,4645.22089245054,4836.25465916491,5042.31163138906,5037.55938516528,5154.82549635264,5248.87410548671,5325.56124184272,5341.27323380269,5332.22720386357,5351.56866589298,5350.19762647675,5349.69274073527,5403,5592.23914746558,5794.23109982418,5894.66850605084,5646.85205510902
Equatorial Guinea,379.13,,,,,,,,,,,,,,,,,,,,379.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.767762366791,368.450411696432,375.643123100443,385.568874312598,401.059904223362,407.338222321845,418.34353692624,426.09640810862,433.520043668453,451.56396812958,490.523466518911,529.993716632699,582.841971397229,661.416005781144,752.287054166447,844.872237868808,869.1795646775,915.596002538423,935.825462756156,896.391027355523,860.363149524602,779.607161037392,672.412257070508,700.14482747306,741.538883401832,850.503200014935,954.167513654198,958.566812385155,1033.53865049272,1012.78290928112,970.460812422855,935.918653449751,927.825342739093,917.084283631112,1103.64119641559,920.906862773466,936.054698900842,966.896814853674,1010.40474376727,1025.23951649303,1027.70638625179,1048.47422242429,1132.05503425032,1172.91416768803,1201.48676209627,1337.98205020054,1684.67801723226,2814.48075484826,3349.45869498184,4623.25706636231,5240.45289343854,7192.38112701776,7703.49590032419,8913.55962989448,11487.2858972531,11999,11807.7328181407,13934.2481454848,14988.8510989939,15342.1952058796
Eritrea,583.95,,,,,,,,,,,,,,,,,,,,583.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.624382604648,325.28388761465,328.940557124947,342.065916578645,336.192418035159,348.034349786267,353.14303602356,344.161885859194,348.978589973953,351.755476672931,362.820391463211,373.263477422118,380.995843342191,422.937791187215,434.870346663489,451.169964094149,459.128609066955,468.794969859592,466.870781293073,473.93545219263,490.381453816503,500.265919302983,514.324208170332,519.461479308928,513.757304932645,502.683009955438,503.642075739936,505.753807714963,491.88232872772,517.104820350409,534.429719666685,531.036691920307,524.875849335743,536.48198276109,513.936238465372,472.359224289912,491.549152822337,521.134133266325,512.625557882267,501.933641102926,476.623473057411,526.145413969783,582.858510156015,658.709763765314,794.983687108835,806.511491319323,866.103390894757,913.470790018786,905.285312043112,877.606630405724,741.565745078876,775.22816758801,765.350001480316,713.581696009363,694.35577320229,685,636.324759946696,624.295650631167,545.789720036693,548.366074443907
Eritrea and Ethiopia
Estonia,906.391866898358,,,,,,,,,,,,,,,,,,,,925.479307672644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2062.96276592753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4042.44796021786,,,,,,,,,,,,,,,,,,,,,,,8313.11440331484,,,,,,,,,,,,,,,,,10389.8193707953,9409.44704016852,8245.73183478217,7733.48269156851,7733.63121305262,8199.11686270068,8680.18371201551,9689.84331508482,10283.7869176956,10356.4152470881,11244.4862363445,12050.1713879265,13011.4387568476,13770.1899089435,15014.2170122312,16654,18350.505128492,19705.7616902986,18993.5853498066,16349.1346121695
Ethiopia,619.21,,,,,,,,,,,,,,,,,,,,619.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.091555635822,358.120478478533,362.146279584971,376.596611085342,370.130197626745,383.167542623804,388.79193789623,378.904163196609,384.207101485119,387.264307916742,399.446198043785,410.943487281876,419.456416106522,465.632298166735,478.769415126236,496.714437967946,505.476488146952,516.118643765513,514.000213199591,521.77804486963,539.884229020926,550.766506453973,566.243944247414,571.899809995082,565.619813552776,553.427596332512,554.483477397374,556.808383407508,541.536613482028,569.305252238088,588.379056594753,584.643511225647,577.860747067255,590.63849049024,565.816809975888,520.042700721932,541.169804306424,573.741314165315,564.373819482274,552.602580577854,524.737414684455,489.832966314631,421.353465310102,462.356531850291,460.141323859197,471.413656667845,512.786861264566,515.889401274707,481.463768897333,496.867975523862,512.361506874645,537.416570478587,530.053531864851,498.418494544123,549.604614131089,591,642.270089802755,699.608346845322,757.878021488516,812.164556420719
Faeroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39495.7366769608
Falkland Islands (Malvinas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26101.5808264122
Fiji,472.117608434615,,,,,,,,,,,,,,,,,,,,472.117608434615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.263329307942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2036.45032648628,2037.50010293266,2039.3932771861,2096.89627855371,2130.13112771988,2013.00646560626,1960.74692769315,2170.07328531404,2290.59297243943,2300.61926659407,2538.95512916265,2657.58110086472,2797.75948388571,3059.31686882906,3076.71123048445,3033.46152204298,3059.1918348798,3182.56959989697,3183.86029118436,3504.11877293159,3374.55675930796,3502.6814903056,3209.25746783132,3005.77387728081,3189.48349934646,2995.25011030127,3197.95847480982,2974.85022735127,3000.08191817122,3217.63773430927,,,3410.28603989882,3451.9240187489,3579.652382072,3625.41111480686,3760.19061668401,3643.62920752386,3660.50295997642,3952.0586997282,3856.31667888387,3905.92520168248,4004.48197152944,4019.14080004844,4205.95634975056,4209,4249.35128999983,4192.4326251806,4153.29060228031,4016.1971132059
Finland,1037.68770647878,,,,,,,,,,,,,,,,,,,,1073.40270291448,1078.92279144679,1084.47126762645,1090.04827744,1095.65396762469,1101.28848567243,1106.95197983358,1112.64459912092,1118.36649331353,1124.11781296075,1129.89870938615,1135.70933469146,1141.54984176065,1147.4203842639,1153.32111666164,1159.25219420864,1165.2137729581,1171.2060097657,1177.22906229382,1183.28308901559,1189.36824921913,1195.4847030117,1201.63261132396,1207.81213591412,1214.02343937231,1220.26668512475,1226.54203743812,1232.84966142385,1239.18972304248,1245.56238910802,1251.96782729232,1258.44162940362,1264.9489069069,1271.48983290012,1278.0645813763,1284.67332722816,1291.31624625277,1297.99351515625,1304.70531155843,1311.45181399759,1318.23320193524,1316.39465687429,1231.82758991331,1316.15530603819,1331.16878649062,1307.64673509037,1316.86394611856,1217.49987063779,1379.02187854485,1513.87735341519,1566.35292803078,1548.70394824661,1573.70819831464,1640.17997746859,1654.91706506608,1664.62664654687,1730.67640715934,1664.64791157812,1611.82532729937,1604.45543509274,1587.16905588561,1525.63996225507,1653.22101830849,1690.2212581311,1675.83826085991,1692.17451121011,1753.02251298445,1753.07145099653,1789.8361508407,1823.23393020112,1898.07222564858,1855.94745765688,1759.04717675339,1842.90610529741,1923.33654253051,2051.11769033836,2157.69369240973,2232.2584555616,2292.73548046407,2208.61191690279,2293.12386331425,2248.72834564875,2187.05354430295,2316.91299712557,2379.03145168418,2393.9253754825,2466.08646122622,2521.28093017835,2513.65314717859,2589.74620705664,2620.18144756141,2665.10266675244,2779.5461564201,2900.86077321927,2749.60554073737,2586.13760913576,2601.749795714,2172.74007627828,1882.62615217865,2279.03516152474,2536.45692061409,2589.95164009463,2828.49107463954,3005.4903398685,3056.67831095631,3199.82151782198,3287.25125806182,3514.44795000024,3720.76651990856,3733.93647667598,3663.5903454942,3546.71789614234,3504.34084317087,3713.08286748647,4107.15785587142,4250.48868156757,4506.27977669208,4729.48388299072,4933.25492925009,4683.46726316096,4426.07029876602,4565.97601405439,4572.79628840145,5080.7013361546,5064.00818671802,4740.94129385976,5061.8252232825,5108.35267774047,5438.684604595,5694.40506953678,5845.6263157204,6282.55391559425,6424.51907128012,6393.11542925086,6874.02720586638,7142.39452852804,7277.78415796898,7545.41538646855,7523.80765301534,7907.517148492,8562.87329833757,9150.50109429059,9371.84256073957,9612.39764564781,10042.2192980894,10540.9352500752,10753.8233473784,10921.6362622109,11122.8428324827,12201.1506103006,13162.2452196599,13420.3936102126,14358.8758987745,15235.1329205615,15614.7234192119,15724.6828863941,15610.7483497838,15605.422834021,15886.3072249835,16948.2160061609,17796.772738535,18051.1680588267,18533.1576083677,18920.8962831484,19387.9709755026,19958.8137410267,20367.5488425057,21141.0122311418,22110.8846968427,23289.799163142,23180.7824904668,21581.7498901088,20647.1649873114,20294.8084032827,21005.542538943,21650.1454087267,22402.4962811665,23723.9502031729,25004.3223662555,25915.264378421,27171.9661143838,27825.529097777,28204.5905740754,28650.0274187156,29651.404496551,30469,31683.6781014446,33102.6055350594,33339.3234499719,30602.7312463437
France,1388.32068529392,,,,,,,,,,,,,,,,,,,,1508.16717123345,1605.1529450684,1488.90407734402,1484.46222691656,1450.72956102244,1461.26073929494,1507.23854666471,1517.77484713145,1424.54903255118,1505.30684960817,1478.20502725024,1468.17687357802,1575.77773138848,1575.20720172405,1556.85406509313,1638.98739308484,1670.86762914036,1691.88379719334,1728.94708873817,1702.64028531022,1833.2923686026,1782.24699824881,1748.42047567307,1814.96336946893,1869.78640036638,1937.81258349297,2061.01455982192,2247.78389298861,1754.9584177471,1751.73201499839,1840.71473642434,1810.27247825868,2049.40453887495,2279.87897155694,2558.73302402483,2699.62311374891,2804.18895712979,2709.43454963163,2530.47299306886,2537.44397545498,2704.03096488629,2763.28506664159,2864.79581052964,2947.49079023787,3001.40968016816,2952.31753392562,3078.83764817506,3035.74672047186,3248.74635741618,3053.01701673985,2952.12387120664,3094.69916331144,3265.23739330854,3226.91693350476,3368.09258176465,3305.81087589915,3271.13371184326,3263.77519283203,3086.78930160606,3061.22078821565,3251.84602171694,3467.15616305133,3592.00603182488,3442.58483167004,3268.75178259605,3178.76099384133,3144.17991269723,3176.37244395967,3256.9604963101,3273.560415503,3400.85865494919,3444.97000003602,3524.92819073113,3398.7794610939,3737.14524007766,3668.19181820053,3791.59682266209,3688.84095698049,3914.42727625689,4060.44065298436,4120.19673006444,3923.77308538882,3882.53795274303,4018.38594304417,4104.52382449814,4215.49821872587,4163.40269849842,4506.34632663689,4497.65340822651,4648.42754857579,4431.66992045318,4874.60659127861,5269.94951070741,5216.05620455601,4366.67917844178,3838.35246514209,4391.90972372806,4343.65043702806,3715.95674758592,4091.01354925095,4363.66004590436,4138.92642006146,4952.53337554003,5174.87906122188,5731.07380565572,5758.31266250489,5943.2254389512,5809.19096689712,6139.65291623068,6647.67815597855,6404.8535059311,6109.10080504915,5562.21313958578,5715.5817733936,5506.13645376528,5360.7647590631,5427.12442721748,5543.15690372807,5395.3463341272,5609.13898314884,4419.43189301926,4268.2900564331,4290.23011717277,4272.40995725938,3266.2275813646,4011.6490680962,5348.06638870321,5625.06482499437,6298.45766300079,6625.97517835097,7104.00732497357,7436.27959565097,7550.90867741658,7692.44208142828,8019.09234567056,8399.73839012495,8786.3078845016,9242.42487548615,9434.97802090516,9619.51133198157,10244.420721617,10686.663116558,11191.2860729838,11579.2871261643,12197.9654246364,12650.5919321555,13187.0502028189,13683.8067577461,14146.1485975405,15000.5748483849,15703.7133914681,16284.7170209648,16840.5541606667,17597.0766649046,18004.4982697197,17848.2478245088,18509.5773518631,18996.913374957,19524.405872,20102.0229943292,20334.468553029,20488.6759205284,20933.529151819,21265.1644666819,21488.6458549755,21805.9621327535,22218.5640208464,22608.9048023179,23523.5130669194,24186.1031725098,24676.7336518951,24847.9299051353,25140.9175601758,24731.2233610433,25117.8471068352,25556.8500637,25717.1983663642,26170.7452704261,26957.918673906,27689.4592996365,28636.1543639789,28983.7220163978,29043.3518109058,29048.8777219007,29505.8800563856,29644,30161.0114174703,30666.7599095171,30598.368253429,29774.854968399
French Guiana,819.269074415849,,,,,,,,,,,,,,,,,,,,819.269074415849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1511.59238125757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2612.05679472745,,,,,,,,,,,,,,,,,,,,,,,7212.76300479709,,,,,,,,,,,,,,,,,7210.63338609056,,,,,,,,,,,8495.62842233218,8869.84874550072,8344.72142888694,7910.71871985356,8202.73826245793
French Polynesia,809.344471602196,,,,,,,,,,,,,,,,,,,,809.344471602196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1094.16570738504,,,,,,,,,,,,,,,,,,,,,,,,,3809.10592516384,,,,,,,,,,,,6931.99476626646,,,,,,,,,,,,,,,14652.1783542793,15501.4636850128,14244.0228179151,15788.2143870526,14827.4797039151,14559.8307134394,15778.5085095014,14567.1562407717,15221.1145734433,17414.3763416606,16058.0582402606,16850.7665238508,16682.1068205126,17781.6525368005,17930.5366027846,17487.1001997127,18420.347150463,19673.4875726777,20154.292805243,20668.0153339429,21218.4173565601,22429.0613398396,23454.4080606619,23470.7744927754,23644.3560633912,23649.5936605198,24294.3597487632,24021.2019237157,23573.7351172734,23307.7503634462,22982.7317398735,22624.6764260276,22634.0612565017,23607.7014602057,24121.4485694863,24659.0056054761,24575.0604861258,25224.3296868772,25627.5837727544,25652.8087027551,26016.1094711408,26151.7572406255,26379.1027707988,26733.8770392995
Gabon,377.54,,,,,,,,,,,,,,,,,,,,377.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4041.33809051156,4166.21702900864,4293.47647484097,4422.18336371488,4556.14505196317,4694.67574054627,4833.63110576973,4976.19809860223,5121.53658036694,5268.77051547717,5440.07156911372,6209.46626849168,6631.45922157234,6988.932442854,7256.2133941055,7803.24268800252,8093.55490576291,8358.76198650976,8486.70660094846,9060.22065976858,9691.63849631014,10478.0332048112,11401.9484050168,12250.8388612466,16647.4266210438,19327.8945462925,25536.9486246581,21745.5732783241,16084.6875114638,15732.2084358197,15696.8323220214,16042.7550467461,15113.3619376298,15510.0254537611,16193.6742955119,15349.5637682221,14768.6574233218,11864.4084421245,12980.2905980041,13663.2006256556,13944.5616610768,14364.3785975171,13522.1575234381,13664.83328051,13792.0282384931,14105.8385052783,14258.1175664842,14722.841876139,14894.7441556474,13276.4498717937,12764.0520003511,12787.0889309515,12521.7139220702,12610.0726067429,12568.4591638663,12742,12577.3740703013,12920.6986707898,13075.4035375209,12704.9939861865
Gambia,440.86,,,,,,,,,,,,,,,,,,,,440.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.411136997743,481.788472765931,485.230659050279,491.849355590709,506.871423096551,509.764654243124,515.457340346085,520.926711130438,520.786984530943,535.429765157979,554.175234281806,626.089413222593,599.650276020765,584.913559536105,604.626934717545,649.520383421116,733.458770096369,734.782912442465,721.33521473539,773.563616831647,674.926017565872,728.454416854473,756.08683628386,765.571570740313,888.136360542442,806.019738824014,870.757122627345,884.755250677194,812.368330002432,914.324687360152,797.709858917121,765.822201427583,835.809610766976,711.323521990328,668.925171205089,591.62149846506,601.558093022454,611.658861119978,651.850951007554,671.796584454499,673.878329286486,662.693799652832,665.624412564631,679.379214147415,678.672226409825,631.151759018339,645.869010407415,653.730170439214,653.638344408875,672.495993870564,687.149967926221,703.964210887588,660.585599666764,683.541356580621,710.934274844473,726,753.923808634049,781.147516209777,807.924892817795,823.339192513253
Georgia,571.199098789786,,,,,,,,,,,,,,,,,,,,583.227813263786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300.05852409842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2711.39047988607,2881.80176816955,3029.79908564836,3134.3587098006,3254.08044138865,3613.6304658414,3670.06615545694,3741.22607133995,3950.02452884971,4263.51981638082,4544.09706591883,4788.27493716961,5086.05398867104,5430.05597537622,5792.37478117071,6014.44652302849,6283.62467836796,6359.8298812681,6579.71740666544,6876.80124967455,7150.61342311113,6499.9728112622,6514.53998842382,6816.09670757597,6297.58826023383,5375.31010190183,4278.33490240896,2393.03093401026,1724.67471059105,1576.71311098689,1647.82149358203,1861.56855455274,2085.64133783353,2176.228992782,2264.0926870599,2332.2229543498,2472.71489318297,2637.56232344492,2961.18409916393,3167.15451464949,3505,3764.39501941047,4235.18990201374,4345.66457753838,4168.69913776131
